-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 08/15/1994 through 08/15/2024 
Location: Latitude  40.7417   Longitude 22.8516 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 233.19 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,T2M,QV2M,WS10M,WD10M,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF
1998,8,27,25.6,11.54,3.12,141.56,-999.0,-999.0
1998,8,28,25.57,11.84,3.8,146.5,-999.0,-999.0
1998,8,29,25.08,12.51,2.99,148.5,-999.0,-999.0
1998,8,30,22.87,7.57,5.17,262.81,-999.0,-999.0
1998,8,31,22.53,9.09,1.52,159.31,-999.0,-999.0
1998,9,1,22.76,6.16,2.36,221.31,-999.0,-999.0
1998,9,2,22.81,7.08,2.09,130.19,-999.0,-999.0
1998,9,3,22.55,9.09,3.38,139.19,-999.0,-999.0
1998,9,4,22.42,10.13,2.92,144.88,-999.0,-999.0
1998,9,5,22.48,11.11,3.58,118.88,-999.0,-999.0
1998,9,6,21.67,10.25,4.57,119.25,-999.0,-999.0
1998,9,7,22.31,10.25,3.0,122.69,-999.0,-999.0
1998,9,8,22.09,10.44,4.66,118.88,-999.0,-999.0
1998,9,9,21.81,10.74,3.85,113.38,-999.0,-999.0
1998,9,10,21.98,9.77,3.45,94.44,-999.0,-999.0
1998,9,11,22.4,8.85,2.27,110.38,-999.0,-999.0
1998,9,12,22.25,9.34,3.65,132.25,-999.0,-999.0
1998,9,13,22.9,9.95,5.7,205.5,-999.0,-999.0
1998,9,14,22.78,9.58,4.44,237.38,-999.0,-999.0
1998,9,15,21.37,8.18,4.3,261.94,-999.0,-999.0
1998,9,16,18.97,6.84,2.32,221.69,-999.0,-999.0
1998,9,17,20.23,7.87,2.91,164.12,-999.0,-999.0
1998,9,18,20.29,9.16,2.74,203.75,-999.0,-999.0
1998,9,19,16.45,8.79,3.82,128.5,-999.0,-999.0
1998,9,20,16.83,7.81,4.09,325.94,-999.0,-999.0
1998,9,21,16.38,8.18,4.61,324.5,-999.0,-999.0
1998,9,22,17.36,8.0,4.64,332.5,-999.0,-999.0
1998,9,23,17.28,8.12,2.04,268.5,-999.0,-999.0
1998,9,24,18.31,9.03,1.97,138.75,-999.0,-999.0
1998,9,25,18.66,9.09,2.65,131.88,-999.0,-999.0
1998,9,26,19.19,9.4,1.99,166.38,-999.0,-999.0
1998,9,27,20.05,10.5,2.08,170.5,-999.0,-999.0
1998,9,28,19.55,11.41,2.48,155.25,-999.0,-999.0
1998,9,29,19.3,10.5,1.76,285.62,-999.0,-999.0
1998,9,30,19.19,8.3,4.35,310.38,-999.0,-999.0
1998,10,1,19.1,8.54,2.45,239.81,-999.0,-999.0
1998,10,2,19.11,10.56,2.15,160.88,-999.0,-999.0
1998,10,3,19.73,13.24,3.95,145.94,-999.0,-999.0
1998,10,4,17.17,8.06,5.5,315.12,-999.0,-999.0
1998,10,5,18.01,8.48,2.31,131.31,-999.0,-999.0
1998,10,6,19.76,10.44,2.3,140.62,-999.0,-999.0
1998,10,7,18.67,10.13,3.83,110.06,-999.0,-999.0
1998,10,8,16.9,9.77,5.12,95.69,-999.0,-999.0
1998,10,9,17.68,8.42,3.32,105.38,-999.0,-999.0
1998,10,10,20.58,9.34,1.9,141.88,-999.0,-999.0
1998,10,11,21.59,10.99,1.8,146.25,-999.0,-999.0
1998,10,12,19.91,11.23,2.16,115.75,-999.0,-999.0
1998,10,13,18.93,10.07,4.08,212.69,-999.0,-999.0
1998,10,14,11.52,6.53,6.33,282.19,-999.0,-999.0
1998,10,15,11.49,6.47,4.7,330.56,-999.0,-999.0
1998,10,16,13.79,5.55,2.28,297.12,-999.0,-999.0
1998,10,17,15.33,7.14,1.98,101.19,-999.0,-999.0
1998,10,18,15.76,7.81,1.36,180.5,-999.0,-999.0
1998,10,19,16.37,8.67,2.02,235.94,-999.0,-999.0
1998,10,20,17.46,10.56,2.47,133.88,-999.0,-999.0
1998,10,21,17.14,9.16,3.23,201.5,-999.0,-999.0
1998,10,22,14.47,7.2,2.38,101.19,-999.0,-999.0
1998,10,23,13.87,6.9,1.95,79.38,-999.0,-999.0
1998,10,24,11.94,6.53,2.39,101.0,-999.0,-999.0
1998,10,25,13.78,7.87,2.23,134.38,-999.0,-999.0
1998,10,26,15.55,10.19,3.38,197.06,-999.0,-999.0
1998,10,27,10.42,5.55,4.72,313.0,-999.0,-999.0
1998,10,28,11.09,4.39,2.76,288.5,-999.0,-999.0
1998,10,29,13.86,6.65,2.47,234.94,-999.0,-999.0
1998,10,30,14.37,7.57,3.81,237.38,-999.0,-999.0
1998,10,31,13.32,6.71,3.3,218.5,-999.0,-999.0
1998,11,1,12.28,7.08,2.51,114.75,-999.0,-999.0
1998,11,2,16.37,8.06,1.52,193.81,-999.0,-999.0
1998,11,3,15.4,8.91,2.46,87.38,-999.0,-999.0
1998,11,4,15.76,9.22,2.35,216.25,-999.0,-999.0
1998,11,5,16.76,8.73,2.2,216.94,-999.0,-999.0
1998,11,6,15.14,8.24,2.91,159.94,-999.0,-999.0
1998,11,7,13.55,8.42,2.96,69.56,-999.0,-999.0
1998,11,8,9.28,5.74,2.97,53.25,-999.0,-999.0
1998,11,9,9.61,4.64,1.9,233.44,-999.0,-999.0
1998,11,10,9.03,5.07,2.41,112.88,-999.0,-999.0
1998,11,11,9.33,6.23,2.72,112.69,-999.0,-999.0
1998,11,12,12.45,8.79,3.85,183.0,-999.0,-999.0
1998,11,13,9.9,6.47,3.57,225.25,-999.0,-999.0
1998,11,14,10.33,6.59,3.0,102.56,-999.0,-999.0
1998,11,15,12.37,7.45,3.7,178.75,-999.0,-999.0
1998,11,16,9.51,4.46,3.62,269.19,-999.0,-999.0
1998,11,17,5.75,4.39,4.37,327.81,-999.0,-999.0
1998,11,18,2.74,3.17,5.09,331.0,-999.0,-999.0
1998,11,19,3.81,4.15,3.79,140.12,-999.0,-999.0
1998,11,20,6.7,6.16,6.0,106.12,-999.0,-999.0
1998,11,21,4.01,4.21,5.46,265.06,-999.0,-999.0
1998,11,22,6.51,5.55,7.16,74.88,-999.0,-999.0
1998,11,23,10.23,7.26,11.9,90.94,-999.0,-999.0
1998,11,24,9.86,7.02,3.97,88.75,-999.0,-999.0
1998,11,25,8.8,6.47,2.64,165.44,-999.0,-999.0
1998,11,26,8.67,6.59,4.23,66.69,-999.0,-999.0
1998,11,27,7.69,5.8,3.98,67.31,-999.0,-999.0
1998,11,28,6.67,5.8,8.26,67.94,-999.0,-999.0
1998,11,29,5.15,4.88,4.12,54.19,-999.0,-999.0
1998,11,30,5.46,5.07,3.59,92.69,-999.0,-999.0
1998,12,1,5.14,5.13,6.32,83.31,-999.0,-999.0
1998,12,2,4.54,4.7,5.09,82.56,-999.0,-999.0
1998,12,3,3.6,4.39,5.14,91.12,-999.0,-999.0
1998,12,4,7.1,6.23,6.3,115.56,-999.0,-999.0
1998,12,5,12.6,7.75,4.13,208.12,-999.0,-999.0
1998,12,6,9.5,6.16,4.44,264.12,-999.0,-999.0
1998,12,7,5.05,4.27,2.69,93.44,-999.0,-999.0
1998,12,8,1.16,3.66,3.39,91.94,-999.0,-999.0
1998,12,9,-1.19,2.81,5.0,325.88,-999.0,-999.0
1998,12,10,-1.17,2.44,4.08,312.25,-999.0,-999.0
1998,12,11,2.76,4.03,2.09,234.38,-999.0,-999.0
1998,12,12,3.48,4.64,3.04,61.81,-999.0,-999.0
1998,12,13,4.49,4.82,1.99,284.5,-999.0,-999.0
1998,12,14,3.7,4.7,4.16,335.81,-999.0,-999.0
1998,12,15,2.78,3.85,4.13,181.0,-999.0,-999.0
1998,12,16,2.24,3.72,3.66,157.38,-999.0,-999.0
1998,12,17,2.77,3.85,4.25,188.38,-999.0,-999.0
1998,12,18,2.36,3.54,2.84,169.62,-999.0,-999.0
1998,12,19,1.53,3.48,2.6,290.19,-999.0,-999.0
1998,12,20,3.33,3.72,2.11,234.5,-999.0,-999.0
1998,12,21,6.3,5.62,2.7,91.0,-999.0,-999.0
1998,12,22,7.72,6.65,3.59,180.0,-999.0,-999.0
1998,12,23,0.8,3.6,4.77,49.69,-999.0,-999.0
1998,12,24,-0.55,2.75,2.94,73.38,-999.0,-999.0
1998,12,25,-0.65,2.56,2.12,86.81,-999.0,-999.0
1998,12,26,0.61,2.93,1.92,50.31,-999.0,-999.0
1998,12,27,0.84,3.54,2.31,207.25,-999.0,-999.0
1998,12,28,1.4,3.66,2.34,205.19,-999.0,-999.0
1998,12,29,2.19,3.78,2.2,264.5,-999.0,-999.0
1998,12,30,2.84,4.21,2.56,190.62,-999.0,-999.0
1998,12,31,3.01,3.91,2.4,83.81,-999.0,-999.0
1999,1,1,1.87,3.91,3.02,64.31,-999.0,-999.0
1999,1,2,3.83,4.46,1.65,71.25,-999.0,-999.0
1999,1,3,6.33,5.98,5.19,87.81,-999.0,-999.0
1999,1,4,6.54,5.8,2.77,181.06,-999.0,-999.0
1999,1,5,5.1,4.76,3.09,181.19,-999.0,-999.0
1999,1,6,2.65,4.21,2.55,301.75,-999.0,-999.0
1999,1,7,5.55,4.46,1.82,287.25,-999.0,-999.0
1999,1,8,6.76,5.25,2.87,307.19,-999.0,-999.0
1999,1,9,7.25,5.74,3.27,293.69,-999.0,-999.0
1999,1,10,7.71,5.98,1.91,232.06,-999.0,-999.0
1999,1,11,9.17,7.26,4.41,105.88,-999.0,-999.0
1999,1,12,9.64,7.14,1.62,215.81,-999.0,-999.0
1999,1,13,7.12,5.62,2.43,249.81,-999.0,-999.0
1999,1,14,7.94,6.29,5.3,236.88,-999.0,-999.0
1999,1,15,3.4,3.97,4.39,329.69,-999.0,-999.0
1999,1,16,3.11,3.23,2.81,320.56,-999.0,-999.0
1999,1,17,4.96,3.48,1.87,203.88,-999.0,-999.0
1999,1,18,3.12,4.09,3.27,94.19,-999.0,-999.0
1999,1,19,3.76,3.78,1.42,161.0,-999.0,-999.0
1999,1,20,2.6,4.03,2.91,102.81,-999.0,-999.0
1999,1,21,1.89,3.78,2.89,73.56,-999.0,-999.0
1999,1,22,2.68,3.78,1.73,110.31,-999.0,-999.0
1999,1,23,3.85,3.97,1.37,241.5,-999.0,-999.0
1999,1,24,2.87,4.15,2.23,92.19,-999.0,-999.0
1999,1,25,3.38,4.03,1.84,168.19,-999.0,-999.0
1999,1,26,3.53,4.03,1.98,277.31,-999.0,-999.0
1999,1,27,5.11,4.09,2.16,256.62,-999.0,-999.0
1999,1,28,7.92,6.59,3.12,159.5,-999.0,-999.0
1999,1,29,4.76,4.64,5.05,272.12,-999.0,-999.0
1999,1,30,0.29,3.54,4.91,269.38,-999.0,-999.0
1999,1,31,-1.4,2.81,3.82,56.62,-999.0,-999.0
1999,2,1,-0.68,3.23,5.05,44.56,-999.0,-999.0
1999,2,2,-1.31,3.05,3.05,153.06,-999.0,-999.0
1999,2,3,-0.96,2.99,3.87,319.56,-999.0,-999.0
1999,2,4,1.33,3.6,5.48,319.94,-999.0,-999.0
1999,2,5,3.97,4.09,3.11,267.56,-999.0,-999.0
1999,2,6,4.69,5.13,2.56,183.19,-999.0,-999.0
1999,2,7,2.4,3.42,3.86,259.69,-999.0,-999.0
1999,2,8,4.94,4.58,4.56,180.75,-999.0,-999.0
1999,2,9,3.67,3.54,4.81,254.12,-999.0,-999.0
1999,2,10,7.7,5.74,4.17,169.88,-999.0,-999.0
1999,2,11,10.24,7.51,5.45,157.38,-999.0,-999.0
1999,2,12,4.73,4.46,5.58,208.62,-999.0,-999.0
1999,2,13,3.21,4.15,2.19,69.75,-999.0,-999.0
1999,2,14,2.22,4.03,3.05,62.44,-999.0,-999.0
1999,2,15,3.13,3.91,2.22,232.44,-999.0,-999.0
1999,2,16,3.51,3.3,2.2,292.94,-999.0,-999.0
1999,2,17,4.51,3.42,2.35,268.31,-999.0,-999.0
1999,2,18,2.08,3.48,5.77,265.38,-999.0,-999.0
1999,2,19,0.42,2.75,6.93,322.88,-999.0,-999.0
1999,2,20,4.15,3.72,2.95,297.88,-999.0,-999.0
1999,2,21,4.87,5.0,1.98,257.56,-999.0,-999.0
1999,2,22,8.71,6.23,2.82,217.44,-999.0,-999.0
1999,2,23,8.33,5.13,6.47,263.12,-999.0,-999.0
1999,2,24,3.84,3.36,3.84,310.62,-999.0,-999.0
1999,2,25,4.98,3.85,2.44,214.44,-999.0,-999.0
1999,2,26,4.8,4.82,2.82,74.06,-999.0,-999.0
1999,2,27,5.76,4.33,1.59,222.0,-999.0,-999.0
1999,2,28,8.46,4.27,1.3,268.56,-999.0,-999.0
1999,3,1,9.48,5.19,1.71,228.75,-999.0,-999.0
1999,3,2,8.58,5.55,4.05,314.25,-999.0,-999.0
1999,3,3,9.23,5.74,2.8,244.75,-999.0,-999.0
1999,3,4,9.38,7.2,2.52,106.62,-999.0,-999.0
1999,3,5,12.62,7.57,6.1,183.06,-999.0,-999.0
1999,3,6,10.91,6.41,3.66,218.94,-999.0,-999.0
1999,3,7,10.16,5.8,2.5,205.69,-999.0,-999.0
1999,3,8,9.48,5.68,4.13,260.5,-999.0,-999.0
1999,3,9,7.64,4.39,4.67,308.06,-999.0,-999.0
1999,3,10,8.44,4.58,2.55,216.19,-999.0,-999.0
1999,3,11,10.33,5.62,1.51,175.12,-999.0,-999.0
1999,3,12,11.58,6.04,1.51,222.56,-999.0,-999.0
1999,3,13,11.82,6.47,1.48,175.0,-999.0,-999.0
1999,3,14,10.65,5.68,2.86,242.88,-999.0,-999.0
1999,3,15,7.0,5.07,3.28,133.12,-999.0,-999.0
1999,3,16,8.19,5.68,3.41,183.75,-999.0,-999.0
1999,3,17,3.13,4.21,8.36,79.69,-999.0,-999.0
1999,3,18,2.17,4.21,10.7,65.75,-999.0,-999.0
1999,3,19,3.86,4.76,7.18,62.31,-999.0,-999.0
1999,3,20,4.42,3.97,3.35,115.19,-999.0,-999.0
1999,3,21,4.51,3.54,2.48,265.06,-999.0,-999.0
1999,3,22,6.15,3.85,2.98,285.5,-999.0,-999.0
1999,3,23,8.5,4.88,3.1,143.0,-999.0,-999.0
1999,3,24,9.4,6.47,4.22,104.31,-999.0,-999.0
1999,3,25,8.81,5.0,3.0,205.38,-999.0,-999.0
1999,3,26,9.33,5.25,2.45,126.25,-999.0,-999.0
1999,3,27,8.54,5.43,3.93,95.81,-999.0,-999.0
1999,3,28,8.97,6.16,2.59,143.75,-999.0,-999.0
1999,3,29,9.44,6.47,1.84,105.62,-999.0,-999.0
1999,3,30,10.26,6.16,2.29,100.12,-999.0,-999.0
1999,3,31,11.06,6.29,1.41,209.31,-999.0,-999.0
1999,4,1,10.67,6.47,1.95,219.81,-999.0,-999.0
1999,4,2,10.84,6.65,2.66,300.0,-999.0,-999.0
1999,4,3,9.23,6.1,2.88,225.06,-999.0,-999.0
1999,4,4,9.99,5.98,3.66,102.88,-999.0,-999.0
1999,4,5,11.44,5.55,1.95,180.19,-999.0,-999.0
1999,4,6,12.88,5.86,1.62,152.12,-999.0,-999.0
1999,4,7,13.75,6.53,2.02,235.62,-999.0,-999.0
1999,4,8,13.68,6.29,2.41,237.25,-999.0,-999.0
1999,4,9,14.26,7.08,1.84,134.44,-999.0,-999.0
1999,4,10,13.67,8.12,3.55,139.69,-999.0,-999.0
1999,4,11,11.9,6.41,2.96,265.5,-999.0,-999.0
1999,4,12,12.85,6.35,3.37,291.19,-999.0,-999.0
1999,4,13,12.88,6.84,3.28,231.62,-999.0,-999.0
1999,4,14,12.72,6.47,3.84,280.75,-999.0,-999.0
1999,4,15,13.15,6.53,2.8,228.25,-999.0,-999.0
1999,4,16,14.27,8.06,3.95,111.12,-999.0,-999.0
1999,4,17,15.58,8.91,3.98,195.38,-999.0,-999.0
1999,4,18,14.5,6.53,4.33,237.75,-999.0,-999.0
1999,4,19,11.66,5.74,4.35,296.75,-999.0,-999.0
1999,4,20,11.66,5.37,4.25,297.75,-999.0,-999.0
1999,4,21,11.85,5.8,2.48,198.94,-999.0,-999.0
1999,4,22,13.67,7.14,2.22,149.06,-999.0,-999.0
1999,4,23,12.31,7.93,3.24,109.56,-999.0,-999.0
1999,4,24,13.8,7.87,1.86,173.69,-999.0,-999.0
1999,4,25,13.68,8.42,3.52,130.19,-999.0,-999.0
1999,4,26,13.83,7.26,2.51,297.25,-999.0,-999.0
1999,4,27,14.95,7.02,2.7,285.5,-999.0,-999.0
1999,4,28,16.77,8.06,3.65,308.88,-999.0,-999.0
1999,4,29,16.67,8.24,2.16,266.25,-999.0,-999.0
1999,4,30,18.18,9.34,2.71,202.38,-999.0,-999.0
1999,5,1,20.07,9.46,2.3,190.5,-999.0,-999.0
1999,5,2,19.55,9.64,2.4,226.0,-999.0,-999.0
1999,5,3,20.3,8.61,2.19,286.06,-999.0,-999.0
1999,5,4,18.92,10.19,3.12,124.69,-999.0,-999.0
1999,5,5,19.89,10.07,2.69,207.38,-999.0,-999.0
1999,5,6,13.3,7.45,5.3,132.44,-999.0,-999.0
1999,5,7,9.9,4.52,4.3,105.56,-999.0,-999.0
1999,5,8,12.05,6.1,2.2,153.0,-999.0,-999.0
1999,5,9,15.34,7.81,2.69,152.69,-999.0,-999.0
1999,5,10,17.26,9.03,0.95,220.44,-999.0,-999.0
1999,5,11,17.9,9.22,1.56,119.94,-999.0,-999.0
1999,5,12,20.14,9.28,1.77,249.62,-999.0,-999.0
1999,5,13,20.15,10.31,2.67,145.88,-999.0,-999.0
1999,5,14,20.26,10.8,2.86,139.81,-999.0,-999.0
1999,5,15,21.9,10.07,2.47,209.12,-999.0,-999.0
1999,5,16,21.84,10.25,2.9,261.75,-999.0,-999.0
1999,5,17,17.87,6.71,4.45,298.75,-999.0,-999.0
1999,5,18,17.34,8.61,2.73,146.75,-999.0,-999.0
1999,5,19,16.73,8.06,4.38,114.69,-999.0,-999.0
1999,5,20,15.89,7.14,3.28,128.12,-999.0,-999.0
1999,5,21,18.5,7.63,3.14,140.12,-999.0,-999.0
1999,5,22,19.71,7.87,1.98,212.25,-999.0,-999.0
1999,5,23,18.94,8.54,3.01,290.31,-999.0,-999.0
1999,5,24,17.94,8.61,1.62,189.56,-999.0,-999.0
1999,5,25,18.9,8.0,1.81,193.38,-999.0,-999.0
1999,5,26,20.15,8.42,1.65,293.5,-999.0,-999.0
1999,5,27,20.55,8.91,1.84,127.19,-999.0,-999.0
1999,5,28,21.66,8.54,1.68,112.56,-999.0,-999.0
1999,5,29,21.36,9.16,1.69,142.19,-999.0,-999.0
1999,5,30,21.74,8.42,1.88,143.44,-999.0,-999.0
1999,5,31,23.08,8.91,1.45,217.12,-999.0,-999.0
1999,6,1,24.76,9.77,2.64,322.19,-999.0,-999.0
1999,6,2,23.87,9.77,2.59,208.94,-999.0,-999.0
1999,6,3,23.15,11.17,2.62,169.44,-999.0,-999.0
1999,6,4,25.9,10.8,2.14,224.0,-999.0,-999.0
1999,6,5,25.21,11.05,1.71,175.56,-999.0,-999.0
1999,6,6,23.15,11.47,3.57,133.81,-999.0,-999.0
1999,6,7,23.71,10.93,2.39,151.06,-999.0,-999.0
1999,6,8,24.43,10.5,2.04,137.88,-999.0,-999.0
1999,6,9,25.4,9.7,2.08,133.0,-999.0,-999.0
1999,6,10,26.0,10.5,2.55,243.0,-999.0,-999.0
1999,6,11,26.23,10.19,2.03,195.81,-999.0,-999.0
1999,6,12,25.98,10.86,2.63,153.69,-999.0,-999.0
1999,6,13,25.52,11.11,2.47,241.56,-999.0,-999.0
1999,6,14,25.81,9.7,2.38,208.38,-999.0,-999.0
1999,6,15,25.83,9.52,2.8,130.38,-999.0,-999.0
1999,6,16,25.32,10.19,2.89,140.12,-999.0,-999.0
1999,6,17,25.34,10.44,3.01,124.12,-999.0,-999.0
1999,6,18,22.66,11.17,2.5,220.62,-999.0,-999.0
1999,6,19,22.88,10.13,4.45,320.62,-999.0,-999.0
1999,6,20,23.75,10.01,2.84,277.69,-999.0,-999.0
1999,6,21,23.82,11.96,3.2,129.0,-999.0,-999.0
1999,6,22,23.42,10.38,4.32,203.69,-999.0,-999.0
1999,6,23,17.92,6.71,9.66,324.69,-999.0,-999.0
1999,6,24,20.33,8.36,4.4,330.44,-999.0,-999.0
1999,6,25,21.08,9.16,4.2,319.62,-999.0,-999.0
1999,6,26,21.56,8.79,2.26,245.56,-999.0,-999.0
1999,6,27,23.76,9.58,1.84,137.31,-999.0,-999.0
1999,6,28,24.96,9.7,2.27,148.19,-999.0,-999.0
1999,6,29,26.25,10.25,1.44,161.31,-999.0,-999.0
1999,6,30,26.07,9.89,2.84,160.69,-999.0,-999.0
1999,7,1,23.02,11.96,2.35,207.31,-999.0,-999.0
1999,7,2,24.44,10.99,2.16,286.56,-999.0,-999.0
1999,7,3,25.23,11.11,1.95,144.56,-999.0,-999.0
1999,7,4,26.26,11.29,1.62,104.81,-999.0,-999.0
1999,7,5,27.06,10.93,1.74,128.5,-999.0,-999.0
1999,7,6,28.29,11.05,1.72,146.19,-999.0,-999.0
1999,7,7,28.37,10.74,1.84,134.0,-999.0,-999.0
1999,7,8,28.08,11.29,2.79,146.44,-999.0,-999.0
1999,7,9,28.09,10.68,3.29,111.12,-999.0,-999.0
1999,7,10,28.08,10.93,2.8,125.38,-999.0,-999.0
1999,7,11,28.51,10.8,2.52,151.81,-999.0,-999.0
1999,7,12,29.24,11.29,3.02,103.12,-999.0,-999.0
1999,7,13,28.06,12.02,2.8,139.62,-999.0,-999.0
1999,7,14,28.1,12.15,2.35,197.31,-999.0,-999.0
1999,7,15,27.5,10.5,4.48,302.06,-999.0,-999.0
1999,7,16,25.78,8.24,2.98,249.94,-999.0,-999.0
1999,7,17,25.5,9.64,2.23,98.88,-999.0,-999.0
1999,7,18,25.63,8.79,2.23,131.38,-999.0,-999.0
1999,7,19,25.16,9.64,1.92,140.56,-999.0,-999.0
1999,7,20,26.67,9.64,1.55,171.5,-999.0,-999.0
1999,7,21,27.23,8.85,1.8,195.38,-999.0,-999.0
1999,7,22,27.52,8.54,2.41,136.0,-999.0,-999.0
1999,7,23,27.55,9.64,2.76,154.38,-999.0,-999.0
1999,7,24,27.52,9.22,3.26,107.62,-999.0,-999.0
1999,7,25,27.02,9.28,3.72,111.81,-999.0,-999.0
1999,7,26,26.87,11.11,3.25,129.75,-999.0,-999.0
1999,7,27,26.15,11.66,2.79,235.69,-999.0,-999.0
1999,7,28,26.95,10.19,2.41,275.81,-999.0,-999.0
1999,7,29,27.43,11.84,2.73,126.12,-999.0,-999.0
1999,7,30,24.83,13.06,2.7,324.88,-999.0,-999.0
1999,7,31,23.4,12.08,2.16,164.0,-999.0,-999.0
1999,8,1,24.23,13.12,2.41,139.81,-999.0,-999.0
1999,8,2,24.3,13.49,2.03,191.0,-999.0,-999.0
1999,8,3,24.45,11.9,1.93,203.62,-999.0,-999.0
1999,8,4,25.01,10.86,1.48,164.94,-999.0,-999.0
1999,8,5,25.4,11.11,1.5,150.94,-999.0,-999.0
1999,8,6,25.87,12.45,2.3,132.06,-999.0,-999.0
1999,8,7,26.57,13.24,1.77,145.44,-999.0,-999.0
1999,8,8,27.02,13.85,2.34,147.94,-999.0,-999.0
1999,8,9,29.21,13.12,1.09,201.88,-999.0,-999.0
1999,8,10,29.92,12.39,2.15,71.75,-999.0,-999.0
1999,8,11,29.55,14.16,2.59,120.5,-999.0,-999.0
1999,8,12,28.62,13.31,2.52,128.19,-999.0,-999.0
1999,8,13,28.41,10.68,2.49,227.88,-999.0,-999.0
1999,8,14,26.32,9.4,4.08,283.5,-999.0,-999.0
1999,8,15,25.72,11.35,3.04,120.19,-999.0,-999.0
1999,8,16,26.62,12.21,2.38,165.94,-999.0,-999.0
1999,8,17,27.62,12.15,2.2,163.12,-999.0,-999.0
1999,8,18,29.02,11.6,2.41,137.62,-999.0,-999.0
1999,8,19,30.12,11.35,1.77,166.38,-999.0,-999.0
1999,8,20,30.96,10.99,2.31,166.0,-999.0,-999.0
1999,8,21,31.17,11.78,2.06,159.38,-999.0,-999.0
1999,8,22,29.5,11.35,2.25,198.19,-999.0,-999.0
1999,8,23,26.5,9.95,3.27,206.12,-999.0,-999.0
1999,8,24,24.15,8.24,3.66,123.75,-999.0,-999.0
1999,8,25,23.76,8.97,2.76,123.38,-999.0,-999.0
1999,8,26,23.31,9.22,2.54,146.0,-999.0,-999.0
1999,8,27,22.94,8.3,3.34,115.5,-999.0,-999.0
1999,8,28,23.36,8.67,3.26,143.75,-999.0,-999.0
1999,8,29,23.33,8.06,2.84,135.5,-999.0,-999.0
1999,8,30,24.29,9.64,2.62,131.06,-999.0,-999.0
1999,8,31,22.84,10.86,2.93,148.88,-999.0,-999.0
1999,9,1,21.16,11.17,2.88,197.25,-999.0,-999.0
1999,9,2,21.86,8.73,2.68,245.19,-999.0,-999.0
1999,9,3,20.01,11.54,3.55,72.75,-999.0,-999.0
1999,9,4,21.12,10.19,2.73,108.94,-999.0,-999.0
1999,9,5,21.05,8.91,3.12,221.88,-999.0,-999.0
1999,9,6,20.33,10.56,2.25,165.25,-999.0,-999.0
1999,9,7,21.86,10.31,2.09,157.5,-999.0,-999.0
1999,9,8,21.72,11.11,2.02,216.25,-999.0,-999.0
1999,9,9,21.44,9.64,2.59,311.38,-999.0,-999.0
1999,9,10,20.73,9.58,2.03,111.94,-999.0,-999.0
1999,9,11,20.29,9.89,2.27,97.62,-999.0,-999.0
1999,9,12,21.32,8.79,3.0,93.38,-999.0,-999.0
1999,9,13,20.01,8.79,2.95,124.56,-999.0,-999.0
1999,9,14,20.5,9.16,1.97,135.5,-999.0,-999.0
1999,9,15,21.9,9.22,1.72,250.19,-999.0,-999.0
1999,9,16,21.74,10.68,3.31,115.38,-999.0,-999.0
1999,9,17,20.84,10.44,4.34,105.88,-999.0,-999.0
1999,9,18,20.55,9.28,3.55,101.38,-999.0,-999.0
1999,9,19,20.77,9.95,2.78,125.38,-999.0,-999.0
1999,9,20,21.43,10.74,2.82,114.56,-999.0,-999.0
1999,9,21,20.21,9.7,3.62,114.31,-999.0,-999.0
1999,9,22,20.54,10.01,2.12,134.06,-999.0,-999.0
1999,9,23,22.38,10.56,1.86,150.62,-999.0,-999.0
1999,9,24,23.18,10.74,1.66,151.94,-999.0,-999.0
1999,9,25,22.66,11.41,1.95,120.44,-999.0,-999.0
1999,9,26,23.67,11.05,1.43,167.0,-999.0,-999.0
1999,9,27,24.62,9.89,1.63,185.19,-999.0,-999.0
1999,9,28,24.69,8.91,2.13,233.38,-999.0,-999.0
1999,9,29,23.98,10.74,2.33,229.44,-999.0,-999.0
1999,9,30,22.15,9.58,2.53,192.94,-999.0,-999.0
1999,10,1,22.32,9.34,2.14,112.06,-999.0,-999.0
1999,10,2,22.35,10.99,2.31,140.81,-999.0,-999.0
1999,10,3,22.42,11.23,1.89,205.62,-999.0,-999.0
1999,10,4,22.62,9.64,2.16,250.0,-999.0,-999.0
1999,10,5,21.05,11.41,1.39,108.56,-999.0,-999.0
1999,10,6,21.01,9.09,2.34,252.56,-999.0,-999.0
1999,10,7,19.75,8.61,4.88,283.56,-999.0,-999.0
1999,10,8,15.03,4.94,4.16,281.81,-999.0,-999.0
